3	-1182	-159	-172
4	-1167	-165	-240
5	-1193	-170	-241
6	-1176	-152	-248
7	-1180	-161	-234
8	-1174	-166	-228
9	-1201	-122	-204
10	-1172	-167	-230
11	-1174	-186	-233
12	-1172	-150	-234
13	-1194	-167	-235
14	-1187	-165	-223
15	-1182	-144	-216
16	-1184	-169	-235
17	-1171	-137	-204
18	-1158	-165	-236
19	-1222	-151	-212
20	-1182	-170	-228
21	-1158	-166	-204
22	-1188	-172	-226
23	-1198	-177	-229
24	-1184	-159	-228
25	-1189	-166	-230
26	-1181	-158	-217
27	-1176	-146	-221
28	-1175	-176	-235
29	-1175	-174	-232
30	-1172	-160	-221
31	-1182	-166	-232
32	-1183	-190	-219
33	-1198	-174	-213
34	-1191	-189	-235
35	-1178	-166	-238
36	-1203	-155	-234
37	-1162	-138	-224
38	-1185	-160	-221
39	-1174	-166	-235
40	-1103	-179	-231
41	-1190	-161	-216
42	-1169	-177	-232
43	-1163	-147	-218
44	-1192	-181	-242
45	-1233	-197	-245
46	-1192	-167	-229
47	-1180	-143	-201
48	-1160	-166	-221
49	-1203	-172	-232
50	-1160	-152	-223
51	-1176	-164	-226
52	-1198	-185	-238
53	-1170	-161	-217
54	-1203	-178	-247
55	-1176	-185	-232
56	-1185	-158	-230
57	-1169	-143	-210
58	-1169	-166	-230
59	-1154	-160	-255
60	-1188	-173	-228
61	-1182	-170	-226
62	-1185	-176	-214
63	-1165	-157	-231
64	-1195	-164	-238
65	-1182	-159	-234
66	-1182	-148	-227
67	-1175	-166	-225
68	-1171	-157	-251
69	-1215	-164	-222
70	-1172	-165	-240
71	-1206	-195	-259
72	-1174	-156	-199
73	-1156	-162	-220
74	-1171	-161	-222
75	-1185	-166	-219
76	-1162	-142	-221
77	-1178	-156	-238
78	-1190	-169	-213
79	-1182	-162	-227
80	-1167	-170	-213
81	-1175	-182	-215
82	-1176	-147	-217
83	-1188	-162	-224
84	-1178	-159	-229
85	-1199	-169	-241
86	-1184	-170	-238
87	-1170	-180	-253
88	-1199	-189	-240
89	-1184	-163	-219
90	-1177	-168	-225
91	-1167	-186	-218
92	-1185	-172	-230
93	-1194	-164	-243
94	-1176	-171	-218
95	-1201	-190	-249
96	-1208	-167	-228
97	-1198	-166	-243
98	-1174	-164	-229
99	-1178	-166	-243
100	-1183	-188	-237
101	-1192	-175	-243
102	-1189	-174	-223
103	-1172	-180	-241
104	-1146	-141	-213
105	-1196	-175	-214
106	-1179	-148	-214
107	-1163	-161	-206
108	-1177	-159	-209
109	-1185	-148	-224
110	-1172	-177	-200
111	-1156	-144	-234
112	-1205	-194	-204
113	-1145	-158	-238
114	-1205	-178	-196
115	-1144	-136	-242
116	-1188	-155	-205
117	-1182	-152	-245
118	-1160	-153	-215
119	-1189	-186	-217
120	-1230	-142	-238
121	-1186	-170	-198
122	-1166	-149	-246
123	-1216	-191	-184
124	-1173	-160	-285
125	-1201	-160	-212
126	-1163	-167	-227
127	-1167	-139	-213
128	-1187	-179	-229
129	-1159	-158	-260
130	-1207	-176	-195
131	-1161	-159	-253
132	-1193	-172	-176
133	-1162	-144	-275
134	-1196	-174	-200
135	-1166	-177	-274
136	-1207	-153	-172
137	-1168	-166	-219
138	-1168	-134	-243
139	-1205	-204	-182
140	-1130	-141	-278
141	-1225	-193	-213
142	-1151	-154	-259
143	-1190	-167	-208
144	-1163	-169	-254
145	-1174	-166	-222
146	-1175	-155	-213
147	-1161	-172	-225
148	-1202	-169	-219
149	-1160	-172	-285
150	-1227	-171	-184
151	-1131	-159	-259
152	-1208	-174	-186
153	-1154	-163	-231
154	-1206	-172	-211
155	-1167	-151	-234
156	-1191	-165	-228
157	-1161	-132	-216
158	-1194	-173	-213
159	-1211	-176	-220
160	-1188	-137	-252
161	-1182	-173	-190
162	-1177	-162	-230
163	-1205	-185	-207
164	-1203	-161	-249
165	-1198	-162	-198
166	-1177	-150	-245
167	-1210	-168	-232
168	-1177	-159	-197
169	-1178	-152	-187
170	-1195	-180	-231
171	-1151	-152	-226
172	-1187	-154	-191
173	-1173	-162	-257
174	-1167	-156	-177
175	-1167	-141	-269
176	-1207	-160	-238
177	-1158	-143	-259
178	-1158	-160	-233
179	-1182	-179	-229
180	-1137	-131	-231
181	-1205	-137	-219
182	-1138	-154	-262
183	-1191	-177	-203
184	-1126	-133	-265
185	-1191	-166	-195
186	-1170	-187	-272
187	-1197	-207	-233
188	-1174	-170	-228
189	-1160	-136	-215
190	-1179	-177	-232
191	-1171	-151	-240
192	-1193	-168	-207
193	-1185	-156	-250
194	-1207	-180	-209
195	-1185	-181	-246
196	-1193	-177	-195
197	-1164	-160	-224
198	-1194	-163	-185
199	-1202	-162	-209
200	-1176	-141	-229
201	-1192	-151	-183
202	-1187	-154	-240
203	-1230	-203	-212
204	-1185	-162	-226
205	-1184	-164	-169
206	-1172	-160	-225
207	-1174	-156	-225
208	-1179	-159	-225
209	-1171	-161	-223
210	-1189	-177	-234
211	-1191	-178	-229
212	-1165	-175	-209
213	-1167	-154	-236
214	-1184	-176	-215
215	-1176	-162	-249
216	-1194	-163	-217
217	-1130	-176	-258
218	-1155	-168	-217
219	-1149	-162	-250
220	-1174	-160	-243
221	-1185	-157	-236
222	-1161	-150	-250
223	-1166	-163	-234
224	-1167	-197	-275
225	-1199	-179	-223
226	-1151	-154	-249
227	-1212	-176	-219
228	-1176	-156	-255
229	-1224	-167	-213
230	-1179	-148	-218
231	-1195	-154	-220
232	-1208	-158	-219
233	-1181	-160	-196
234	-1198	-149	-225
235	-1195	-177	-203
236	-1175	-161	-172
237	-1189	-178	-247
238	-1211	-135	-181
239	-1185	-131	-181
240	-1191	-161	-222
241	-1187	-137	-232
242	-1198	-205	-137
243	-1169	-146	-289
244	-1199	-179	-154
245	-1192	-184	-246
246	-1182	-145	-242
247	-1178	-157	-210
248	-1154	-156	-288
249	-1232	-213	-150
250	-1106	-140	-336
251	-1242	-229	-104
252	-1086	-135	-363
253	-1231	-165	-179
254	-1150	-183	-294
255	-1147	-177	-268
256	-1218	-207	-229
257	-1141	-176	-330
258	-1223	-223	-142
259	-1099	-157	-374
260	-1256	-213	-124
261	-1124	-152	-364
262	-1202	-143	-213
263	-1185	-147	-269
264	-1186	-173	-244
265	-1185	-158	-216
266	-1163	-184	-266
267	-1192	-189	-178
268	-1172	-168	-281
269	-1226	-193	-169
270	-1141	-134	-270
271	-1245	-157	-159
272	-1181	-142	-258
273	-1243	-183	-191
274	-1166	-168	-227
275	-1193	-170	-192
276	-1218	-177	-251
277	-1176	-142	-218
278	-1222	-178	-215
279	-1174	-166	-226
280	-1197	-173	-177
281	-1143	-145	-261
282	-1247	-224	-162
283	-1136	-147	-284
284	-1203	-183	-190
285	-1161	-128	-262
286	-1197	-160	-215
287	-1150	-146	-269
288	-1185	-164	-221
289	-1172	-205	-204
290	-1125	-141	-301
291	-1200	-195	-166
292	-1114	-121	-297
293	-1203	-141	-186
294	-1128	-109	-324
295	-1228	-176	-157
296	-1121	-129	-297
297	-1200	-188	-224
298	-1200	-204	-202
299	-1141	-162	-319
300	-1223	-204	-208
301	-1141	-164	-295
302	-1225	-165	-191
303	-1136	-126	-307
304	-1247	-198	-115
305	-1122	-139	-338
306	-1234	-164	-117
307	-1165	-205	-254
308	-1157	-158	-203
309	-1170	-196	-197
310	-1174	-165	-260
311	-1242	-175	-149
312	-1148	-116	-298
313	-1260	-201	-98
314	-1127	-140	-316
315	-1234	-195	-108
316	-1153	-154	-246
317	-1225	-167	-211
318	-1165	-139	-228
319	-1178	-156	-203
320	-1193	-172	-209
321	-1154	-176	-225
322	-1226	-209	-154
323	-1112	-148	-332
324	-1238	-182	-131
325	-1111	-104	-294
326	-1221	-156	-164
327	-1087	-123	-316
328	-1197	-204	-174
329	-1168	-219	-310
330	-1138	-182	-216
331	-1196	-202	-234
332	-1114	-152	-269
333	-1231	-170	-169
334	-1109	-102	-344
335	-1226	-182	-132
336	-1103	-117	-353
337	-1203	-163	-135
338	-1159	-153	-322
339	-1225	-188	-188
340	-1174	-171	-241
341	-1189	-185	-248
342	-1220	-179	-191
343	-1166	-157	-252
344	-1260	-192	-156
345	-1158	-90	-283
346	-1260	-231	-75
347	-1127	-123	-323
348	-1277	-219	-142
349	-1146	-158	-283
350	-1245	-191	-183
351	-1189	-202	-255
352	-1169	-166	-210
353	-1220	-184	-165
354	-1132	-132	-273
355	-1263	-167	-143
356	-1142	-129	-331
357	-1286	-201	-127
358	-1095	-135	-320
359	-1213	-201	-130
360	-1113	-145	-297
361	-1225	-214	-173
362	-1141	-170	-287
363	-1164	-173	-269
364	-1197	-169	-186
365	-1116	-99	-281
366	-1237	-185	-190
367	-1063	-115	-352
368	-1232	-227	-98
369	-1075	-143	-404
370	-1244	-215	-149
371	-1110	-159	-319
372	-1219	-188	-216
373	-1156	-167	-315
374	-1177	-149	-228
375	-1263	-195	-197
376	-1131	-146	-324
377	-1218	-188	-103
378	-1122	-110	-346
379	-1289	-212	-130
380	-1128	-120	-378
381	-1247	-187	-120
382	-1140	-166	-313
383	-1224	-225	-180
384	-1187	-188	-248
385	-1195	-152	-194
386	-1226	-160	-183
387	-1159	-104	-296
388	-1259	-161	-128
389	-1108	-116	-314
390	-1270	-238	-80
391	-1102	-160	-324
392	-1256	-226	-97
393	-1131	-177	-274
394	-1213	-182	-188
395	-1187	-164	-260
396	-1179	-132	-235
397	-1214	-163	-252
398	-1145	-113	-243
399	-1221	-192	-184
400	-1098	-137	-360
401	-1233	-249	-90
402	-1055	-152	-376
403	-1213	-223	-99
404	-1112	-148	-335
405	-1179	-144	-179
406	-1149	-117	-301
407	-1173	-124	-269
408	-1195	-151	-161
409	-1107	-96	-351
410	-1237	-215	-148
411	-1069	-169	-327
412	-1228	-228	-142
413	-1088	-136	-361
414	-1260	-239	-100
415	-1116	-100	-342
416	-1240	-121	-168
417	-1186	-123	-203
418	-1148	-63	-258
419	-1244	-204	-148
420	-1105	-172	-295
421	-1233	-249	-114
422	-1116	-192	-290
423	-1270	-242	-102
424	-1120	-113	-348
425	-1293	-178	-69
426	-1147	-93	-344
427	-1207	-125	-143
428	-1171	-160	-210
429	-1180	-166	-258
430	-1221	-236	-136
431	-1093	-209	-319
432	-1244	-251	-89
433	-1098	-146	-363
434	-1222	-174	-94
