1	-611	530	-127
2	-566	526	-31
3	-523	507	95
4	-443	535	388
5	-477	378	671
6	-465	527	680
7	-456	569	717
8	-469	516	596
9	-449	516	540
10	-469	529	613
11	-475	526	744
12	-451	503	766
13	-456	489	579
14	-390	541	281
15	-440	550	22
16	-485	576	-127
17	-512	525	-308
18	-572	482	-366
19	-599	503	-407
20	-569	546	-501
21	-643	523	-707
22	-608	517	-854
23	-624	505	-755
24	-634	507	-495
25	-628	500	-101
26	-642	514	205
27	-474	510	429
28	-485	593	410
29	-521	534	365
30	-427	556	466
31	-339	580	836
32	-335	550	993
33	-320	531	844
34	-265	500	615
35	-337	472	244
36	-353	530	85
37	-365	607	138
38	-352	480	23
39	-350	504	-195
40	-397	550	-376
41	-423	543	-579
42	-499	520	-749
43	-464	539	-722
44	-447	538	-740
45	-423	538	-651
46	-370	460	-502
47	-346	520	-261
48	-409	477	-143
49	-367	557	32
50	-393	521	97
51	-382	479	245
52	-318	554	423
53	-259	589	625
54	-356	484	594
55	-325	524	484
56	-295	531	377
57	-221	543	365
58	-259	526	353
59	-237	504	374
60	-136	540	467
61	-183	561	428
62	-181	518	342
63	-228	538	410
64	-290	510	421
65	-228	557	257
66	-238	519	170
67	-214	469	248
68	-168	586	76
69	-185	514	-103
70	-224	491	-256
71	-271	521	-587
72	-308	498	-749
73	-361	470	-437
74	-355	491	-281
75	-348	466	-280
76	-281	478	-115
77	-321	440	7
78	-262	469	124
79	-183	457	210
80	-144	504	348
81	-64	524	431
82	-84	487	447
83	-99	515	505
84	-3	467	593
85	89	461	646
86	81	460	615
87	95	444	531
88	87	479	432
89	63	490	223
90	0	469	18
91	-112	459	-199
92	-125	466	-305
93	-140	486	-213
94	-136	446	-283
95	-157	442	-460
96	-245	434	-621
97	-245	392	-408
98	-215	411	-293
99	-185	462	-57
100	-138	426	82
101	-155	409	77
102	-9	463	144
103	20	455	77
104	12	439	7
105	68	437	59
106	108	392	150
107	108	415	302
108	116	427	390
109	114	418	294
110	23	388	41
111	72	399	2
112	56	391	162
113	-9	373	233
114	-14	375	-74
115	-18	374	-301
116	-14	347	-322
117	-20	376	-319
118	5	416	-406
119	10	372	-384
120	89	378	-188
121	102	363	-36
122	100	321	97
123	124	359	-23
124	142	359	-123
125	158	360	-101
126	98	361	51
127	220	425	7
128	102	310	-98
129	157	326	-44
130	139	235	-66
131	168	306	-68
132	197	311	33
133	205	322	143
134	219	297	230
135	245	212	388
136	287	258	541
137	239	250	418
