3	41	-1129	-6
4	130	-1101	62
5	90	-1137	27
6	102	-1121	47
7	120	-1089	61
8	75	-1123	42
9	105	-1041	73
10	31	-1137	-7
11	57	-1174	-30
12	86	-1118	8
13	88	-1096	93
14	75	-1109	174
15	113	-1074	33
16	47	-1129	26
17	79	-1109	43
18	79	-1103	68
19	113	-1113	46
20	88	-1146	18
21	111	-1099	48
22	128	-1117	55
23	113	-1066	52
24	82	-1115	30
25	81	-1106	66
26	114	-1097	38
27	88	-1170	24
28	86	-1125	34
29	122	-1092	42
30	60	-1119	-7
31	25	-1151	-1
32	101	-1026	64
33	113	-1091	77
34	83	-1118	33
35	90	-1134	23
36	84	-1129	33
37	76	-1116	37
38	80	-1120	35
39	74	-1123	41
40	76	-1110	55
41	66	-1146	7
42	90	-1115	31
43	72	-1099	16
44	66	-1086	40
45	190	-1079	62
46	93	-1106	36
47	47	-1059	38
48	64	-1136	-20
49	106	-1099	93
50	87	-1117	53
51	47	-1140	39
52	138	-1115	38
53	67	-1091	51
54	66	-1111	-28
55	32	-1133	25
56	66	-1126	31
57	78	-1113	29
58	90	-1078	71
59	100	-1093	21
60	103	-1096	96
61	89	-1124	50
62	90	-1121	46
63	93	-1107	62
64	103	-1113	18
65	26	-1168	-4
66	88	-1119	10
67	54	-1133	12
68	121	-1076	57
69	53	-1053	70
70	52	-1133	21
71	119	-1121	29
72	85	-1109	62
73	121	-1097	70
74	91	-1120	38
75	82	-1118	40
76	89	-1167	-13
77	85	-1116	14
78	140	-1125	70
79	83	-1123	20
80	110	-1090	43
81	115	-1117	25
82	133	-1100	47
83	105	-1093	61
84	74	-1121	4
85	96	-1115	58
86	69	-1135	54
87	70	-1122	26
88	79	-1120	-14
89	90	-1123	48
90	60	-1128	26
91	83	-1112	5
92	63	-1121	41
93	67	-1084	55
94	119	-1117	49
95	115	-1076	102
96	84	-1125	32
97	57	-1145	45
98	70	-1106	54
99	68	-1122	13
100	76	-1128	23
101	106	-1117	35
102	133	-1094	51
103	59	-1121	-32
104	79	-1118	40
105	82	-1116	38
106	92	-1086	53
107	111	-1075	80
108	21	-1152	27
109	69	-1111	-15
110	90	-1104	68
111	90	-1114	40
112	62	-1139	27
113	97	-1237	10
114	102	-1091	26
115	109	-1109	104
116	101	-1108	53
117	108	-1081	61
118	66	-1161	22
119	42	-1155	16
120	105	-1105	51
121	101	-1143	104
122	77	-1121	38
123	56	-1132	40
124	75	-1115	65
125	77	-1110	34
126	116	-1096	41
127	74	-1109	38
128	104	-1097	42
129	63	-1156	18
130	131	-1096	37
131	94	-1080	60
